Time,Position,Buy_price,Sell_price,Gain/loss
2016-04-29,83,23.92545509496701,25.260000228881836,110.76724611493057
2016-11-11,71,29.53682770391274,28.860000610351562,-48.0547236428435
2016-12-02,72,28.628373732942244,28.739999771118164,8.03707474866627
2017-04-13,64,32.01383119798046,35.650001525878906,232.71490098550066
2017-11-28,56,40.88395846617267,43.59000015258789,151.53833443925225
2018-02-06,56,43.207129147205855,44.20000076293945,55.60081048108151
2018-04-23,64,38.740599149932706,39.29999923706055,35.80160557618183
2018-05-30,66,38.13062115067699,39.20000076293945,70.57905440932277
2018-06-26,71,36.45979519695619,40.90999984741211,315.96453018237
2018-10-09,71,40.792317866005256,38.52000045776367,-161.33453598515246
2018-11-20,77,35.72154038937785,37.33000183105469,123.85153100911648
2018-12-26,81,35.351891477158546,34.970001220703125,-30.93311077288908
2019-01-04,82,34.58017365915009,38.20000076293945,296.8258225107277
2019-03-11,82,38.28286979072618,44.709999084472656,527.024602087211
2019-05-14,88,41.58654418286836,40.709999084472656,-77.13596865882181
2020-01-28,64,55.943386292342055,54.119998931884766,-116.69679106926651
2020-03-13,70,49.76619416386423,51.709999084472656,136.06634444259
2020-10-29,43,84.139572697335,103.76000213623047,843.6784658725053
